125.73	369.148	662.28	140.361	366.525	568.764	171.069	377.017	476.536	95.974	322.177	708.714	115.056	329.496	610.115	138.768	338.558	522.878	108.202	280.092	672.979	132.085	290.772	547.513	149.674	304.486	450.685	189.983	395.595	299.466	203.978	398.588	217.507	224.66	396.954	134.722	174.31	313.798	360.649	179.801	334.131	258.08	190.478	339.959	175.597	108.089	363.001	751.992	235.69	272.87	413.171	181.945	381.015	410.841	219.278	384.487	55.799	260.406	303.918	51.655	153.383	336.794	4.449	135.204	359.52	889.369	258.963	393.706	3.142
125.769	369.03	662.407	140.415	366.543	568.79	171.08	377.026	476.632	96.001	322.188	708.707	115.037	329.41	610.268	138.865	338.527	522.792	108.173	280.021	673.083	132.158	290.78	547.64	149.62	304.406	450.701	189.732	395.828	299.317	201.348	399.977	218.042	224.636	396.995	134.615	174.299	313.865	360.692	177.205	335.343	258.26	190.604	339.92	175.586	107.895	362.912	751.932	235.439	272.806	413.068	181.918	381	410.81	219.42	384.446	55.646	260.431	304.07	51.698	153.371	336.934	4.545	135.227	359.518	889.329	258.777	393.754	2.98
125.831	369.065	662.325	140.445	366.518	568.784	171.07	377.033	476.759	95.983	322.074	708.847	115.042	329.461	610.199	138.829	338.563	522.934	108.237	280.075	673.042	132.105	290.757	547.561	149.619	304.401	450.729	189.736	395.721	299.548	201.424	399.998	218.176	224.63	396.969	134.835	174.265	313.856	360.729	177.297	335.319	258.364	190.649	339.981	175.732	108.091	362.963	751.954	235.386	272.696	413.014	182.016	380.92	410.864	219.355	384.363	55.821	260.303	303.842	51.844	153.403	336.961	4.533	135.209	359.532	889.42	258.95	393.706	3.085
125.83	369.03	662.31	140.424	366.43	568.809	170.875	376.623	476.921	96.046	322.119	708.653	115.191	329.543	610.065	138.882	338.524	522.825	108.218	279.994	673.025	132.102	290.687	547.604	151.228	303.587	450.305	189.799	395.709	299.506	201.468	399.91	218.229	224.982	396.803	134.977	174.307	313.867	360.626	179.82	334.196	258.177	190.791	339.868	175.781	108.094	362.955	751.901	235.466	272.772	413.13	181.707	380.967	410.804	219.544	384.825	56.138	260.158	303.824	51.877	153.535	336.863	4.472	135.227	359.49	889.459	258.889	393.627	3.181
126.124	368.595	661.989	140.618	366.232	568.689	171.349	376.108	476.639	96.153	321.859	708.608	115.013	329.298	609.907	138.774	338.463	522.768	108.129	280.102	672.73	132.199	290.666	547.455	151.085	303.68	450.241	189.865	395.393	298.851	201.065	400.045	217.57	224.135	397.133	134.174	174.344	313.782	360.54	179.56	334.313	257.793	190.56	340.055	175.589	108.192	362.542	752.07	235.712	272.822	412.682	181.509	380.832	410.4	219.511	384.915	56.216	260.137	303.786	52.152	153.353	336.779	4.048	135.225	359.434	889.279	259.029	393.58	3.022
125.916	368.954	662.287	140.46	366.448	568.774	171.016	376.738	476.703	96.026	321.998	708.848	115.1	329.353	610.152	138.783	338.448	522.754	108.335	279.965	673.034	132.229	290.644	547.56	151.11	303.673	450.284	189.782	395.702	299.456	201.519	399.945	218.206	225.012	396.829	135.065	174.357	313.832	360.593	179.942	334.118	258.139	190.742	339.93	175.782	108.203	362.851	751.944	235.414	272.662	413.13	181.747	380.816	411.064	219.515	384.778	56.092	260.26	303.893	51.964	153.506	336.797	4.455	135.285	359.468	889.459	259.086	393.403	3.049
125.934	368.926	662.361	140.56	366.422	568.76	170.957	376.626	476.77	96.092	322.083	708.578	115.128	329.348	610.198	139.037	338.474	522.852	108.343	279.864	673.065	132.247	290.679	547.559	151.351	303.625	450.221	189.826	395.725	299.564	201.559	399.905	218.232	225.07	396.753	135.041	174.377	313.823	360.552	179.902	334.186	258.071	190.765	340	175.754	108.155	362.944	751.836	235.767	272.786	412.935	181.876	380.91	410.801	219.497	384.772	56.343	260.227	303.75	51.918	153.535	336.931	4.533	135.403	359.344	889.367	259.029	393.58	3.022
125.95	368.876	662.299	140.499	366.415	568.831	170.871	376.572	477.002	96.094	322.016	708.794	115.162	329.294	610.166	138.948	338.422	522.808	108.379	279.983	672.969	132.262	290.622	547.569	151.307	303.604	450.288	189.731	395.757	299.348	201.44	399.918	218.326	225.086	396.715	134.967	174.341	313.788	360.549	179.872	334.173	258.111	190.784	339.866	175.751	108.151	362.802	751.997	235.196	272.386	413.212	181.7	380.997	410.826	219.593	384.707	56.368	260.365	303.963	51.775	153.62	336.812	4.368	135.249	359.319	889.484	258.974	393.678	3.211
125.958	368.91	662.344	140.552	366.385	568.809	171.022	376.607	476.885	96.138	322.086	708.689	115.135	329.26	610.131	139.063	338.365	522.841	108.356	279.896	673.024	132.284	290.607	547.562	151.333	303.566	450.279	189.885	395.685	299.539	201.519	399.951	218.306	225.064	396.694	135.135	174.471	313.78	360.593	179.863	334.236	258.149	190.762	339.938	175.826	108.21	362.784	751.909	235.643	272.753	412.924	181.788	380.73	411.048	219.511	384.867	56.255	260.312	303.839	51.792	153.46	336.846	4.499	135.346	359.368	889.423	259	393.543	3.139
126.063	368.889	662.318	140.528	366.353	568.805	170.947	376.576	476.961	96.149	321.98	708.767	115.154	329.286	610.173	138.933	338.493	522.939	108.392	279.875	672.98	132.383	290.593	547.588	151.276	303.483	450.29	189.83	395.691	299.532	201.509	399.956	218.28	225.072	396.812	134.997	174.393	313.848	360.61	179.895	334.262	258.135	190.803	339.891	175.747	108.048	362.692	751.986	235.858	272.854	412.99	181.694	380.825	410.94	219.507	384.778	56.064	260.024	303.6	52.143	153.582	336.849	4.521	135.479	359.215	889.467	259.037	393.552	3.06
126.068	368.89	662.332	140.627	366.309	568.783	171.113	376.563	476.863	96.217	321.977	708.622	115.191	329.244	610.15	139.052	338.38	522.784	108.408	279.854	672.969	132.299	290.6	547.591	151.352	303.641	450.248	189.858	395.627	299.533	200.935	400.31	218.269	225.07	396.831	135.04	174.305	313.806	360.619	179.298	334.377	258.13	190.769	340.004	175.803	108.297	362.726	752.001	235.861	272.844	412.919	181.857	380.833	410.831	219.641	384.63	56.369	260.31	303.856	51.773	153.533	336.87	4.523	135.43	359.319	889.383	259.05	393.573	3.185
126.109	368.843	662.319	140.634	366.271	568.834	171.054	376.384	476.972	96.261	321.914	708.662	115.223	329.202	610.193	139.032	338.459	522.95	108.434	279.815	672.991	132.353	290.53	547.628	151.321	303.52	450.251	189.964	395.693	299.428	201.444	399.94	218.185	225.037	396.717	135.106	174.409	313.759	360.635	179.901	334.18	258.079	190.829	339.925	175.767	108.283	362.7	751.966	235.985	272.869	412.888	181.683	380.71	411.043	219.747	384.742	56.146	260.572	304.118	51.75	153.604	336.863	4.437	135.436	359.204	889.415	258.801	393.861	3.38
126.124	368.807	662.31	140.673	366.304	568.826	171.107	376.452	477.055	96.295	321.827	708.698	115.339	329.34	610.148	139.065	338.347	522.852	108.493	279.777	672.953	132.31	290.584	547.557	151.448	303.59	450.224	189.96	395.596	299.603	201.581	399.872	218.201	225.03	396.901	135.206	174.495	313.721	360.601	179.925	334.263	258.034	190.863	339.916	175.755	108.452	362.747	751.954	235.951	272.907	412.883	181.856	380.844	410.861	219.708	384.721	56.197	260.416	303.93	51.714	153.52	336.911	4.496	135.477	359.163	889.44	258.83	393.681	3.096
126.167	368.819	662.295	140.707	366.255	568.797	171.074	376.427	476.959	96.361	321.916	708.671	115.313	329.167	610.178	139.148	338.396	522.84	108.522	279.802	672.958	132.368	290.502	547.544	151.45	303.606	450.251	190.015	395.686	299.564	201.634	399.913	218.261	225.14	396.809	135.05	174.473	313.68	360.617	179.979	334.139	258.052	190.878	339.821	175.766	108.489	362.625	752.009	235.537	272.502	413.126	181.983	380.784	410.661	219.787	384.702	56.231	260.204	303.794	52.001	153.659	336.775	4.381	135.543	359.118	889.514	258.992	393.632	3.146
126.266	368.826	662.34	140.732	366.232	568.732	171.147	376.465	476.884	96.388	321.894	708.707	115.33	329.107	610.104	139.105	338.326	522.789	108.57	279.751	672.995	132.34	290.499	547.569	151.417	303.502	450.276	189.978	395.644	299.557	201.607	399.855	218.317	225.096	396.712	135.131	174.488	313.741	360.581	180.051	334.063	258.09	190.829	339.971	175.698	108.566	362.716	751.99	235.648	272.566	413.002	181.936	380.737	410.795	219.575	384.809	56.274	260.242	303.748	51.815	153.551	336.932	4.471	135.539	359.167	889.396	258.883	393.732	3.325
126.225	368.762	662.393	140.768	366.185	568.82	171.246	376.353	476.889	96.356	321.767	708.696	115.328	329.111	610.171	139.202	338.271	522.896	108.658	279.782	672.946	132.412	290.549	547.578	151.484	303.456	450.206	190.046	395.63	299.524	201.596	399.874	218.247	225.069	396.752	135.22	174.585	313.715	360.624	180.026	334.104	258.165	190.927	339.921	175.793	108.525	362.726	751.974	235.489	272.397	413.163	182.06	380.774	410.643	219.694	384.762	56.19	260.312	303.858	51.81	153.504	336.84	4.474	135.596	359.036	889.425	258.918	393.546	3.142
126.305	368.678	662.359	140.764	366.214	568.751	171.193	376.275	477.176	96.312	321.706	708.686	115.445	329.246	610.091	139.059	338.479	522.917	108.619	279.703	672.932	132.515	290.432	547.519	151.51	303.549	450.327	190.069	395.536	299.617	201.614	399.871	218.269	225.053	396.814	135.132	174.603	313.681	360.617	180.01	334.148	258.158	190.796	340.005	175.826	108.558	362.579	751.98	236.033	272.828	412.845	182.018	380.668	410.662	219.759	384.821	56.041	260.285	303.895	51.723	153.557	336.939	4.523	135.652	359.012	889.411	259.063	393.544	3.196
