155.15,88.67,-205.99
145.46,95.59,-329.09
135.78,87.29,-434.2
142.7,41.65,-157.59
146.85,36.12,-246.1
137.17,43.03,-352.6
98.44,11.22,-197.7
94.29,19.52,-302.81
92.91,27.82,-389.94
146.85,94.21,-590.49
142.7,98.36,-695.61
121.95,96.97,-800.72
101.21,48.57,-554.53
106.74,51.33,-645.81
97.06,62.4,-741.25
148.23,88.67,-127.16
30.67,80.38,-490.91
134.4,87.29,-492.29
123.33,98.36,-875.41
47.27,85.91,-858.81
121.95,23.67,-939.03
130.25,52.71,37.43
110.89,130.17,-894.77
